full_name,repo_id,forked_from,parent_id,hf_parent_id,depth,hf_depth,is_hard_fork,url,counter,percent_with_unique_commits_message,percent_with_unique_commits_sha,num_of_unique_commits_with_message,num_of_unique_commits_with_sha,num_of_commits
olofd/react-native,29622170,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/olofd/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8106
kbeckmann/react-native,29668662,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/kbeckmann/react-native,0,0.00,0.00,19,27,7012
PeakApps/PA-react-native,29747789,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/PeakApps/PA-react-native,0,0.00,0.00,54,69,4855
aljs/react-native,29826741,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/aljs/react-native,4,1.00,1.00,0,0,10837
Ehesp/react-native,29962559,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/Ehesp/react-native,1,1.00,1.00,0,0,11046
bjornco/react-native,29974755,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/bjornco/react-native,0,0.00,0.00,13,13,5473
ExplodingCabbage/react-native,30057942,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/ExplodingCabbage/react-native,4,0.57,0.57,3,3,4392
rmevans9/react-native,30066993,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/rmevans9/react-native,1,1.00,1.00,0,0,9806
experimentsin/react-native,30140636,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/experimentsin/react-native,0,0.00,0.00,1,1,4514
DispatcherInc/react-native,30186761,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/DispatcherInc/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5131
elbstack/react-native,30464144,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/elbstack/react-native,0,0.00,0.00,13,25,5046
tdzl2003/react-native,30557481,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/tdzl2003/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,4579
gitim/react-native,30571398,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/gitim/react-native,0,0.00,0.00,5,8,8592
jerolimov/react-native,30589499,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jerolimov/react-native,4,1.00,1.00,0,0,16984
HomePass/react-native,30822766,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/HomePass/react-native,0,0.00,0.00,15,15,7599
rozele/react-native,30974450,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/rozele/react-native,24,0.96,0.96,1,1,7926
Almouro/react-native,31077871,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/Almouro/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16984
wildlifela/react-native,31117077,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/wildlifela/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,11677
jaggs6/react-native,31455923,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jaggs6/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7860
VansonLeung/react-native,31583069,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/VansonLeung/react-native,0,0.00,0.00,1,2,3889
antoxi4/react-native,31698142,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/antoxi4/react-native,0,0.00,0.00,6,41,6968
tgoldenberg/react-native,31719774,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/tgoldenberg/react-native,0,0.00,0.00,3,3,8187
HustleInc/react-native,31778719,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/HustleInc/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6294
sreesharp/react-native,32042350,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/sreesharp/react-native,0,0.00,0.00,2,3,6603
paulshen/react-native,32169894,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/paulshen/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5159
ywz2010/react-native,32174284,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/ywz2010/react-native,1,1.00,1.00,0,0,11382
formatlos/react-native,32214403,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/formatlos/react-native,15,1.00,1.00,0,0,11409
locly/react-native,32262088,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/locly/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8774
skellock/react-native,32367499,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/skellock/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8757
alwx/react-native,32371489,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/alwx/react-native,0,0.00,0.00,2,2,7956
dantman/react-native,32510556,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/dantman/react-native,7,1.00,1.00,0,0,11977
alloy/react-native,32589316,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/alloy/react-native,7,1.00,1.00,0,0,5269
lucasfeliciano/react-native,32747651,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/lucasfeliciano/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5685
peterp/react-native,33603865,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/peterp/react-native,4,1.00,1.00,0,0,10962
shauns/react-native,33618369,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/shauns/react-native,2,1.00,1.00,0,0,6286
pedramsaleh/react-native,33691974,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/pedramsaleh/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5615
jetzhliu/react-native,33702427,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jetzhliu/react-native,1,0.50,0.50,1,1,5616
charpeni/react-native,33714687,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/charpeni/react-native,11,1.00,1.00,0,0,14716
chiraggshah/react-native,33867665,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/chiraggshah/react-native,5,1.00,1.00,0,0,16984
joshuapinter/react-native,33995243,18021607,17991525,NULL,2,NULL,0,https://api.github.com/repos/joshuapinter/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16498
shixingxing/react-native,34205251,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/shixingxing/react-native,0,0.00,0.00,16,16,9188
alvinthen/react-native,34334665,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/alvinthen/react-native,3,0.75,0.75,1,1,12263
magrinj/react-native,35090558,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/magrinj/react-native,15,1.00,1.00,0,0,15460
coolguy001tv/react-native,35120957,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/coolguy001tv/react-native,0,0.00,0.00,2,2,6810
ptomasroos/react-native,35124367,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/ptomasroos/react-native,1,1.00,1.00,0,0,10697
lzyzsd/react-native,35276382,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/lzyzsd/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7007
ocarpinteyro/react-native,35308591,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/ocarpinteyro/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7016
convoyinc/react-native,35417314,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/convoyinc/react-native,0,0.00,0.00,7952,7965,12754
vikeri/react-native,35458166,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/vikeri/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5990
radko93/react-native,35494974,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/radko93/react-native,16,1.00,1.00,0,0,16984
SudoPlz/react-native,36262295,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/SudoPlz/react-native,2,1.00,1.00,0,0,15873
rh389/react-native,36272891,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/rh389/react-native,8,0.89,0.89,1,1,6964
damusnet/react-native,36300099,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/damusnet/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6160
DaveAdams88/react-native,36497013,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/DaveAdams88/react-native,1,1.00,1.00,0,0,8586
mmckinley8/react-native,36749580,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/mmckinley8/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6289
EdtechFoundry/react-native,36900007,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/EdtechFoundry/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12229
Andreyco/react-native,37105550,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/Andreyco/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9105
thorbenprimke/react-native,37147198,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/thorbenprimke/react-native,2,0.50,0.50,2,2,16516
OpenSports/react-native,37169654,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/OpenSports/react-native,0,0.00,0.00,5,5,12192
jgibbons/react-native,37172476,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jgibbons/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,11083
techery/react-native,37193107,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/techery/react-native,0,0.00,0.00,2,2,7480
bcaplan42/react-native,37237765,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/bcaplan42/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6364
philipheinser/react-native,37319110,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/philipheinser/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10436
nihgwu/react-native,37493451,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/nihgwu/react-native,10,1.00,1.00,0,0,7804
douglowder/react-native-appletv,37527386,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/douglowder/react-native-appletv,0,0.00,0.00,21,35,9449
wv1124/react-native,37732895,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/wv1124/react-native,0,0.00,0.00,3,4,11146
jmurzy/react-native,37760221,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jmurzy/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,11113
dejakob/react-native,37883049,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/dejakob/react-native,5,1.00,1.00,0,0,6501
lacker/react-native,37966464,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/lacker/react-native,1,1.00,1.00,0,0,10429
sheparddw/react-native,37966482,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/sheparddw/react-native,0,0.00,0.00,2,2,7638
dabbott/react-native,38051106,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/dabbott/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6534
clmntcrl/react-native,38092945,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/clmntcrl/react-native,11,1.00,1.00,0,0,13738
kasimtan/react-native,38156502,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/kasimtan/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6654
maartenschumacher/react-native,38308062,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/maartenschumacher/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16984
hramos/react-native,38619928,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/hramos/react-native,379,1.00,1.00,0,0,16075
mikelambert/react-native,38804990,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/mikelambert/react-native,8,0.62,0.42,5,11,10979
RD1991/react-native,38867107,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/RD1991/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,11703
p16/react-native,38880863,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/p16/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6665
kclowes/react-native,38892702,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/kclowes/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6667
cdlewis/react-native,38991411,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/cdlewis/react-native,44,1.00,1.00,0,0,12134
omeid/react-native,39093175,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/omeid/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9209
noerK/react-native,39101720,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/noerK/react-native,0,0.00,0.00,10,10,6726
alexanderjarvis/react-native,39458852,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/alexanderjarvis/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12074
skatpgusskat/react-native,39573540,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/skatpgusskat/react-native,0,0.00,0.00,1,1,6762
ericnakagawa/react-native,39625618,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/ericnakagawa/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9909
bloomfire/react-native,39703139,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/bloomfire/react-native,0,0.00,0.00,13,13,8323
Emilios1995/react-native,39720475,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/Emilios1995/react-native,3,0.50,0.50,3,3,6831
jvassbo/react-native,39727987,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jvassbo/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7193
dozoisch/react-native,40240447,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/dozoisch/react-native,2,1.00,1.00,0,0,10535
vonovak/react-native,40447002,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/vonovak/react-native,37,1.00,1.00,0,0,16984
dustturtle/react-native,40503575,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/dustturtle/react-native,0,0.00,0.00,2,2,6988
upgle/react-native,40562331,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/upgle/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6986
isnifer/react-native,41413321,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/isnifer/react-native,0,0.00,0.00,2,5,7677
haiyangjiajian/react-native,41440920,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/haiyangjiajian/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8581
funorpain/react-native,41512912,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/funorpain/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7187
gilesvangruisen/react-native,42046144,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/gilesvangruisen/react-native,2,1.00,1.00,0,0,11001
alin23/react-native,42082822,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/alin23/react-native,1,1.00,1.00,0,0,10357
immidi/react-native,42108187,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/immidi/react-native,8,1.00,1.00,0,0,7240
simonayzman/react-native,42205127,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/simonayzman/react-native,6,1.00,1.00,0,0,11349
slavikmanukyan/react-native,42233897,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/slavikmanukyan/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7292
fibbers/react-native,42274005,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/fibbers/react-native,1,1.00,1.00,0,0,12000
cyqresig/react-native,42387151,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/cyqresig/react-native,0,0.00,0.00,7,7,11548
